nk,en
고맙습니다.,Thank you.
２０２３년 신년경축대공연 성대히 진행 경애하는 김정은동지께서 공연을 관람하시였다,Grand Performance in Celebration of New Year 2023 Given in DPRK The respected Comrade Kim Jong Un enjoyed performance
１２월 ３１일 밤 수도 평양의 ５월１일경기장에서는 신년경축대공연이 성대하게 진행되였다.,"The grand performance in celebration of the New Year 2023 was given with splendor at the May Day Stadium in Pyongyang, the capital city of the DPRK, at night of December 31, 2022."
조선로동당 총비서이시며 조선민주주의인민공화국 국무위원장이신 경애하는 김정은동지께서 당과 정부의 지도간부들과 함께 ２０２３년 신년경축대공연을 관람하시였다.,"Kim Jong Un, general secretary of the Workers’ Party of Korea and president of the State Affairs of the Democratic People’s Republic of Korea, enjoyed the performance together with senior Party and government officials."
새해를 경축하는 뜻깊은 대공연을 보기 위해 모여온 관람자들로 ５월１일경기장은 인산인해를 이루었다.,The May Day Stadium was crowded with the audience who gathered to see the grand significant performance for celebrating the New Year.
환영곡이 울리는 가운데 경애하는 김정은동지께서 관람석에 나오시였다.,The respected Comrade Kim Jong Un appeared in the auditorium amid the playing of welcome music.
전체 관람자들은 우리 국가의 강대성의 상징이시며 모든 승리와 영광의 기치이신 김정은동지를 우러러 폭풍같은 《만세!》의 환호를 터쳐올리였다.,"All the audience raised stormy cheers of ""Hurrah!"", paying the highest tribute to Kim Jong Un, symbol of the mightiness of the DPRK and banner of all victories and glory."
김정은동지께 어린이들이 향기그윽한 꽃다발을 드리였다.,Children presented bouquets of fragrant flowers to him.
김정은동지께서는 열광의 환호를 올리는 군중에게 손저어 답례하시며 새해를 맞는 전체 관람자들과 온 나라 인민들에게 따뜻한 축하의 인사를 보내시였다.,He waved back to the enthusiastically cheering masses and extended warm congratulations to all the audience and people across the country on the New Year.
"조선로동당 중앙위원회 정치국 상무위원회 위원들인 김덕훈동지, 조용원동지, 최룡해동지, 리병철동지와 당과 정부의 지도간부들, 무력기관 지휘관들이 관람석에 자리잡았다.","Taking the auditorium were Kim Tok Hun, Jo Yong Won, Choe Ryong Hae and Ri Pyong Chol, members of the Presidium of the Political Bureau of the WPK Central Committee, and senior officials of the Party and the government and commanding officers of the armed forces organs."
"당중앙위원회 제８기 제６차전원회의 참가자들과 조선소년단 제９차대회 참가자들, 수도시민들이 대공연을 관람하였다.","The performance was also enjoyed by the participants in the Sixth Plenary Meeting of the 8th Central Committee of the WPK, the participants in the 9th Congress of the Korean Children’s Union (KCU) and citizens in the capital city."
위대한 우리 조국을 천만년 받들어갈 인민의 애국열의가 넘치는 속에 조선민주주의인민공화국 국기를 게양하는 의식이 엄숙히 거행되였다.,A solemn ceremony of hoisting the national flag of the DPRK was held amid the soaring patriotic enthusiasm of the people to hold up the great country for all ages.
"전체 관람자들은 력사의 온갖 풍파속에서도 우리 조국의 필승불패의 위상, 이 땅의 모든 기적과 승리를 비껴안고 펄펄 날리는 성스러운 국기를 우러러 숭고한 경의를 표시하였다.",All the audience paid a high tribute to the sacred flag of the DPRK flying high reflecting the invincible might of the country and all miracles and victories on this land despite all storms of history.
"공연에는 어머니당을 열렬히 칭송한 찬가들과 로동당시대의 명곡들, 무용종목이 올랐다.",Put on the stage of the performance were songs highly praising the motherly Party and famous songs and dances in the era of the Workers’ Party.
"대공연에 출연한 공훈국가합창단, 왕재산예술단, 만수대예술단을 비롯한 관록있는 예술단체 예술인들과 시안의 예술교육기관 학생들은 참신하고 아름다운 예술적형상으로 송년의 밤을 이채롭게 장식하였다.","Artistes of the prestigious art troupes, including the State Merited Chorus, the Wangjaesan Art Troupe and the Mansudae Art Troupe, and students of art education institutions in the city showed original and beautiful artistic depiction in the performance, brilliantly decorating the night of the old year."
신년경축대공연은 관람자들의 열광적인 절찬을 받았다.,The performance was greatly acclaimed by the audience.
조선로동당 중앙위원회 제８기 제１２차 정치국회의 진행,"12th Meeting of Political Bureau of 8th C.C., WPK Held"
조선로동당 중앙위원회 제８기 제１２차 정치국회의가 １２월 ３０일 당중앙위원회 본부청사에서 진행되였다.,The 12th Meeting of the Political Bureau of the 8th Central Committee of the Workers’ Party of Korea (WPK) took place at the office building of the WPK Central Committee on Friday.
조선로동당 총비서이신 경애하는 김정은동지께서 회의에 참석하시였다.,"Kim Jong Un, general secretary of the Workers’ Party of Korea, was present there."
"회의에는 조선로동당 중앙위원회 정치국 상무위원회 위원들과 당중앙위원회 정치국 위원, 후보위원들이 참가하였다.",Attending it were members of the Presidium of the Political Bureau of the WPK Central Committee and members and alternate members of the Political Bureau of the WPK Central Committee.
김정은동지께서 회의를 사회하시였다.,The respected Comrade Kim Jong Un presided over the meeting.
"정치국은 ２일간에 걸쳐 부문별분과연구 및 협의회들에서 조선로동당 중앙위원회 제８기 제６차전원회의 결정서초안을 수정, 보충할데 대하여 제기한 의견들을 청취하고 연구하였으며 중요한 심의공정을 거쳐 결정서초안을 최종완성하고 전원회의에 제출하기로 결정하였다.","The Political Bureau heard and studied the opinions on modifying and supplementing the draft resolution of the 6th Plenary Meeting of the 8th Central Committee of the WPK, raised at the sectional workshops and consultative meetings for two days, and decided to finally complete the draft resolution through important deliberation and submit it to the plenary meeting."
정치국은 또한 국가예산심의조가 ２０２３년도 국가예산안을 심의한 정형을 청취하고 검토하였으며 전원회의의 승인에 제기할데 대하여 결정하였다.,"The Political Bureau heard and examined the draft state budget for 2023 deliberated by the state budget assessment group, and decided to submit it for the plenary meeting’s approval."
정치국은 ２０２３년도 인민경제 주요부문의 발전을 추동하기 위한 일련의 중요조치를 취할데 대한 문제를 토의하고 전원일치로 결정하였으며 당중앙위원회 전원회의에 보고하기로 하였다.,"The Political Bureau discussed the issue of taking some important measures to promote the development of major sectors of the national economy for 2023, decided it with unanimous approval and agreed to report it to the plenary meeting of the Party Central Committee."
정치국회의에서는 당 및 국가사업전반에서 나서는 기타 일련의 중요문제들도 토의되였다.,The meeting of the Political Bureau discussed some other important issues arising in the overall work of the Party and the state.
김정은동지께서는 회의에서 최근 우리 혁명앞에 조성된 주객관적형세와 앞으로 예견되는 조건과 환경에 대하여 분석하시면서 우리 당과 정부가 일관하게 틀어쥐고나가야 할 전략전술적원칙과 투쟁방향에 대하여 밝히시였다.,"At the meeting Kim Jong Un clarified the strategic and tactical principle and the orientation of struggle to be constantly maintained by our Party and government, analyzing the recent subjective and objective situation facing our revolution and the condition and circumstances to be foreseen in the future."
조선로동당 중앙위원회 제８기 제６차전원회의 ４일회의 진행,"4th-day Sitting of 6th Plenum of 8th C.C., WPK"
새해 ２０２３년도의 발전방략책정을 준비하는 조선로동당 중앙위원회 제８기 제６차전원회의 확대회의가 자기 사업을 계속하고있다.,The 6th Enlarged Plenary Meeting of the 8th Central Committee of the Workers’ Party of Korea (WPK) confirming the development policy for the new year 2023 is continuing its work.
２９일에 진행된 전원회의 ４일회의에서는 김정은동지의 력사적인 보고에 제시된 강령적과업들을 철저히 관철하기 위한 부문별분과연구 및 협의회들을 열고 당중앙위원회 전원회의 결정서초안을 작성하기 위한 사업이 진행되였다.,"The 4th-day sitting of the plenary meeting, held on Dec. 29, conducted the work for working out the draft resolution of the plenary meeting of the Party Central Committee through the sectional workshops and consultative meetings for thoroughly implementing the important tasks set forth in the historic report of the respected Comrade Kim Jong Un."
"부문별분과연구 및 협의회들에서는 사회주의건설의 새로운 고조국면을 안아와야 할 ２０２３년의 투쟁계획을 과학적으로, 전진적으로, 현실적으로 수립하기 위해 진지한 토의를 하고있다.","The sectional workshops and consultative meetings are conducting sincere discussions to establish in a scientific, progressive and realistic ways the struggle plan for 2023 which should open a new phase of upsurge in socialist construction."
"다음해 경제부문의 생산장성과 정비보강전략수행, 인민생활향상, 사회주의문화건설에서의 관건적인 목표들을 달성하는데 중심을 두고 부문별로 협의가 심화되고있다.","The sectional consultations intensify the discussion with main emphasis on attaining the key goals for increased production in the economic sector, the fulfillment of the strategy of readjustment and reinforcement, the improvement of the people’s standard of living and the socialist cultural construction for next year."
당과 정부의 지도간부들이 연구 및 협의회들을 지도하고있다.,Senior officials of the Party and the government are guiding the workshops and consultations.
전원회의는 계속된다.,The plenary meeting continues.
조선로동당 중앙위원회 제８기 제６차전원회의 ３일회의 진행,"Third-day Sitting of 6th Plenum of 8th C.C., WPK"
국가발전의 새로운 장을 기어이 열어제낄 전체 참가자들의 엄숙한 결의가 충만된 속에 １２월 ２８일 당중앙위원회 제８기 제６차전원회의 ３일회의가 진행되였다.,The third-day sitting of the 6th Plenary Meeting of the 8th Central Committee of the Workers’ Party of Korea (WPK) was held on December 28 amid the soaring and solemn resolution of all the participants to open a new chapter for the development of the state.
조선로동당 총비서동지께서 ３일회의에서도 보고를 계속하시였다.,"Kim Jong Un, general secretary of the Workers’ Party of Korea, continued his report at the third-day sitting."
우리식 사회주의위업의 줄기찬 전진을 추동하게 될 김정은동지의 열정적인 보고는 우리 혁명의 전진방향에 대한 확신성과 필승불패의 신심을 배가해주며 전원회의 참가자들을 강렬히 격동시키고있다.,"The passionate report of General Secretary Kim Jong Un, which will promote the dynamic advance of the Korean-style socialist cause, has redoubled the belief in advance direction of the Korean revolution and the confidence in its invincibility, strongly stirring up the participants in the plenary meeting."
총비서동지께서는 보고에서 올해 우리 당의 활동과 자체강화에서 많은 변화와 진전이 이룩된데 대하여 총화하시면서 당조직들의 전투력을 부단히 증대시키고 당사업을 보다 참신하게 해나가야 한다고 강조하시였다.,"In the report, the General Secretary reviewed the great changes and progress made in the activities of our Party and its self-strengthening this year, stressing the need to steadily augment the fighting efficiency of the Party organizations and conduct the Party work in a fresher way."
보고에서는 특히 해당 지역의 정치적참모부인 도당위원회와 도당책임비서들의 역할을 높여 모든 사업을 철저히 당정책관철에로 복종지향시키는데서 나서는 원칙과 당사상사업의 실효성과 효률성을 제고하며 간부사업을 혁신하기 위한 실천방도들이 명시되였다.,"The report especially clarified the principles for subordinating and orienting all work to thoroughgoing implementation of the Party’s policies by enhancing the role of the provincial Party committees, the political staff of the relevant regions, and their chief secretaries, and the practical ways for raising the effectiveness and efficiency of the Party ideological work and improving the personnel affairs."
"또한 각급 당조직들의 당결정집행을 옳게 이끌어나가야 할 조직지도부, 선전선동부를 비롯한 당중앙위원회 부서들과 일군들이 보다 높은 책임성과 적극성을 발휘할데 대하여 지적되였다.","It also stressed the need for the departments and officials of the Party Central Committee, including the Organizational Leadership Department and the Information and Publicity Department which have a duty to properly steer the work of Party organizations at all levels to implement the Party’s decisions, to display a higher sense of responsibility and activeness."
"총비서동지께서는 우리 공화국의 강화발전사에서 가장 중대하고 책임적인 시기에 혁명의 각 분야의 사업, 당정책의 운명을 두어깨에 걸머지고있는 지도간부들이 당과 인민의 크나큰 믿음과 기대에 높은 충실성과 헌신적복무로 보답하기 위하여 맡겨진 책무리행에서 근본적인 변화, 결정적인 개진을 일으켜나가리라는 기대를 표명하시면서 ３일간에 걸친 보고를 마치시였다.","The General Secretary concluded his three-days long report, expressing expectations that the leading officials, who are shouldering the work of all the fields of the revolution and the destiny of the Party’s policies at the most important and responsible time in the history of the DPRK’s development, would bring about a radical change and decisive improvement in discharging their duties in order to live up to the great trust and expectation of the Party and the people with their high sense of loyalty and devoted service."
변천하는 혁명정세에 대처한 우리 투쟁의 전진방향과 비약의 해법을 명확히 밝힌 총비서동지의 보고는 우리 국가의 부흥번영과 인민의 행복을 위한 원대한 리상을 기어이 실현하려는 확고한 의지와 대담하고 적극적인 실천행동지침들이 반영된것으로 하여 전원회의 참가자들의 열렬한 지지찬동을 받았다.,The report of the General Secretary who clearly indicated the direction of advance of our struggle and the method for leap forward to cope with the changing revolutionary situation was warmly supported and approved by the participants in the plenary meeting as it reflected the steadfast will and bold and positive action guidelines to realize the far-reaching ideal for the prosperity of our country and happiness of the people without fail.
회의에서는 경제건설과 경제활동을 비롯하여 국가사업전반에서 시급히 해결해야 할 대책적문제들에 대한 내각총리 김덕훈동지의 제의를 청취하였으며 여러 부문 지도간부들의 토론 및 서면토론이 있었다.,"The meeting heard the proposals of Premier of the Cabinet Kim Tok Hun on the immediate issues to be urgently solved in the overall state affairs including the economic construction and activities, and speeches and written speeches were made by leading officials of various sectors."
총비서동지께서 하신 력사적인 보고에 제시된 강령적과업관철을 위한 결정서초안을 놓고 연구 및 협의회를 진행할 부문별분과들이 조직되였다.,Sectional workshops were organized to have a study and consultative session on a draft resolution for implementing the important tasks set forth in the historic report of the General Secretary.
전원회의는 둘째 의정으로 조직문제를 토의하였다.,The plenary meeting dealt with the organizational matter as the second agenda item.
전원회의의 위임에 따라 셋째 의정 《２０２２년도 국가예산집행정형과 ２０２３년도 국가예산안에 대하여》의 토의를 위한 국가예산심의조가 구성되여 문건초안연구에 들어갔다.,"Upon the authorization of the plenary meeting, a state budget assessment group for discussing the third agenda item ""On the fulfillment of the state budget for 2022 and the draft state budget for 2023"" was formed to enter the study of draft document."
회의는 계속된다.,The plenary meeting continues.
조선로동당 중앙위원회 제８기 제６차전원회의 ２일회의 진행,"Second-day Sitting of 6th Plenum of 8th C.C., WPK"
우리식 사회주의위업의 승리에 대한 절대적인 믿음과 자신심을 안고 국가부흥발전의 새로운 고조국면을 맞이하기 위한 새 년도의 투쟁지침을 책정하는 조선로동당 중앙위원회 제８기 제６차전원회의 확대회의 ２일회의가 전체 참가자들의 비상한 정치적각성과 적극적인 열의속에 계속되였다.,The second-day sitting of the 6th Enlarged Plenary Meeting of the 8th Central Committee of the Workers’ Party of Korea (WPK) continued amid the extraordinary political awareness and active zeal of all the participants to adopt the new year’s action guidelines for bringing a new phase of upsurge in the prosperous development of the state with absolute trust and confidence in the victory of the Korean-style socialist cause.
조선로동당 총비서동지께서 첫째 의정에 대한 보고를 계속하시였다.,"Kim Jong Un, general secretary of the Workers’ Party of Korea, went on with his report on the first agenda item."
"총비서동지께서는 보고에서 ２０２２년의 투쟁과정에 과학, 교육, 보건을 비롯하여 사회주의문화건설의 각 방면에서 달성한 성과와 경험들을 확대하고 일련의 심각한 결점들을 극복하기 위한 원칙과 방도적문제들을 언급하시고 해당 부문들에서 당대회가 제시한 목표수행을 위하여 새 년도에 철저히 중시해야 할 제반 중점과업들을 제기하시였다.","In the report, the General Secretary referred to the principles and ways for expanding the successes and experience gained in all aspects of the socialist cultural construction, including science, education and public health, during the struggle of 2022 and overcoming some serious shortcomings. And he proposed the major tasks to which great importance should be attached by relevant sectors in the next year to attain the goals set by the Party Congress."
"총비서동지께서는 혁명이 심화되고 시대가 변천하는데 맞게 인민대중의 사상문화, 생활문화령역에서 근본적인 전환을 가져올데 대한 문제, 사회주의법의 기능과 역할을 부단히 제고하고 준법기풍을 철저히 확립할데 대한 문제, 우리식 사회주의건설의 고유하고 우수한 생활력인 대중운동, 사회적애국운동을 더욱 힘있게 전개할데 대한 문제들을 제기하시였다.","He mentioned the problems of bringing about a radical turn in the spheres of the popular masses’ ideological and life culture as the revolution further progresses and the times change, steadily enhancing the function and role of the socialist laws and thoroughly establishing the law-abiding spirit, and more vigorously conducting the social patriotic movement, the mass movement with peculiar and advantageous vitality in the Korean-style socialist construction."
"참가자들은 총비서동지의 보고를 정열적으로 경청하며 자기 부문, 자기 단위 사업을 교훈적이고 발전적인 견지에서 돌이켜보고있다.","Intensely listening to his report, the participants recollect the work of their sectors and units from an instructive and developmental point of view."
"보고에서는 조선반도에 조성된 새로운 도전적형세와 국제정치정세가 심오하게 분석평가되고 현 상황에서 우리 당과 공화국정부가 국권수호, 국익사수를 위하여 철저히 견지해야 할 대외사업원칙과 대적투쟁방향이 명시되였으며 다변적인 정세파동에 대비하여 ２０２３년도에 강력히 추진해야 할 자위적국방력강화의 새로운 핵심목표들이 제시되였다.","The report profoundly analyzed and assessed the new challengeable situation created in the Korean peninsula and the international political situation, and clarified the principle of external work and the orientation of struggle against the enemy to be adhered to by our Party and the DPRK government for defending the national sovereignty and interests under the present circumstances. And it set forth new key goals for bolstering up the self-reliant defence capability to be pushed ahead with in 2023 under the multilaterally changing situation."
"보고에서는 또한 현 국가사업전반실태에 대한 해부학적이며 과학적인 분석이 있었으며 당중앙지도기관 성원들을 비롯한 각급 지도간부들이 사업태도와 작풍을 결정적으로 개변함으로써 당과 혁명, 조국과 인민을 위해 걸머진 성스럽고 무거운 책무를 엄숙히 다해나갈데 대하여 지적되였다.","The report also made an anatomical and scientific analysis of the present overall state affairs and stressed the need for the members of the leadership body of the Party Central Committee and other leading officials at all levels to decisively improve their work attitude and work style and thus fulfill their sacred and heavy duties before the Party and the revolution, the country and the people."
참가자들은 중첩되는 도전과 극난을 가장 확실하고 가장 신속히 강행돌파하며 우리식 사회주의건설의 새로운 전진도약의 활로를 열어나갈수 있는 묘술과 방략을 엄격하게 밝히시는 총비서동지의 력사적인 보고를 진지하게 청취하고있다.,The participants are listening in earnest to the historic report of the General Secretary clearly indicating the knack and policy for overcoming manifold challenges and extreme difficulties in the most definite and prompt way and opening up a broad avenue for fresh leaping advance in the Korean-style socialist construction.
３일회의에서도 총비서동지의 보고는 계속된다.,The report of the General Secretary will continue at the third-day sitting.
소년단기발높이 강국의 미래를 향하여 나아가자 조선소년단 제９차대회 참가자들에게 보낸 서한,March Towards the Future of a Powerful Country under the Unfurled Flag of the Korean Children’s Union
세계에 둘도 없는 혁명적소년조직으로 명성높은 조선소년단이 아홉번째로 되는 대회를 성대히 가지였습니다.,"The Korean Children’s Union, which is renowned as the sole revolutionary children’s organization in the world, has convened its congress for the ninth time."
나는 먼저 온 나라 인민들의 특별한 관심과 다함없는 축복속에 그 이름도 그 력사도 그 전통도 자랑높은 조선소년단을 대표하여 뜻깊은 대회에 참가한 동무들을 열렬히 축하합니다.,"First of all, I extend warm congratulations to you, who are attending this meaningful meeting amidst special concern and unqualified blessing of the people across the country as representatives of the Korean Children’s Union that is dignified in its name, in its history and in its traditions."
그리고 이 대회장으로 마음달리며 크나큰 희망과 새로운 결의에 충만되여있는 전국의 소년단원들에게도 가장 따뜻한 진정을 보냅니다.,"My tenderest feeling also goes to all other KCU members in the country, who are filled with a great hope and renewed determination with their minds turned to the venue of this congress."
"나는 또한 혁명의 대를 이어나갈 우리의 소년단원들을 당의 손길로 이끌어주고 애지중지 보살펴주고있는 소년단지도원, 분단지도원선생님들에게 감사의 인사를 드리며 조국의 아들딸들을 참되게 키우기 위해 아낌없는 노력을 바쳐가고있는 청소년교양사업부문 일군들과 소년단원들의 부모들에게도 뜨거운 격려의 인사를 보냅니다.","I offer thanks to the KCU school instructors and its sub-branch teachers who are leading and taking meticulous care of our KCU members, who will carry forward our revolution, with the feeling of the Workers’ Party of Korea, and warm encouragement to the officials in the sector of education of youth and students and parents of the KCU members, who are making unsparing efforts to train the sons and daughters of their country to be genuine persons."
조선혁명의 첫 기슭에서 새날소년동맹이 태여난지도 장장 １００년이 가까와오고 건국의 초행길에서 조선소년단이 창립된 때로부터 ７０여년이 흘렀지만 주체의 소년혁명조직으로서 조선소년단의 혁명적성격과 본태는 조금도 변하지 않았습니다.,"The 100th year is approaching after the founding of the Saenal Children’s Union at the dawn of the Korean revolution and over 70 years have passed after the founding of the KCU on the untrodden road of building a new country, but there has been no change in the revolutionary nature and original features of the KCU as a Juche-oriented revolutionary organization of children."
세상에는 혁명적인 구호를 내들고 긍지높은 력사를 새겨온 소년조직들이 적지 않았지만 오늘까지도 자기의 붉은 피줄기를 이어오면서 영광스러운 력사와 전통을 줄기차게 빛내여나가는 소년조직은 오직 조선소년단밖에 없습니다.,"There have been many children’s organizations in the world, which wrote their dignified histories under revolutionary slogans, but the KCU is the only one that vigorously adds lustre to its glorious history and traditions still today, carrying forward its red bloodline."
세월의 그 어떤 풍파도 당의 품속에서 자라며 오직 당이 가리키는 길로만 나아가는 조선의 소년혁명가들의 대오를 흐트러놓지 못하였습니다.,"No adversity of the times has been able to get out of order the ranks of the young revolutionaries of Korea, who are advancing only along the road indicated by the Workers’ Party of Korea as they are growing up in its embrace."
"이것은 조선소년단원들의 영예인 동시에 우리 당의 자랑이고 우리 국가, 우리 인민의 자랑입니다.","This is a source of pride of our Party, our state and our people as well as honour for the KCU members."
조선소년단 제８차대회장에서 조국땅 방방곡곡에서 모여온 소년단원동무들이 자기 학교의 자랑도 펼쳐놓고 소년단생활의 경험도 나누며 씩씩하게 새 결의들을 다지던 때가 어제같은데 그들이 어느덧 청년동맹원으로 성장하고 그 자리에 바로 동무들이 섰습니다.,"It seems like only yesterday when the KCU members, who came from various parts of the country, were unfolding the proud stories of their schools, sharing experiences in their KCU life and vigorously renewing their determinations at the Eighth Congress of the KCU, but they have already become youth league members and you are standing in their places."
우리 나라에서는 모든 학생소년들이 소년단시절을 거치지만 몇해만에 한번씩 열리는 소년단원들의 대회합에 참가한다는것은 누구에게나 쉽게 차례지지 않는 행운이며 영광입니다.,"In our country all children go through the days in the KCU, but it is not a fortune and honour common to everyone to attend a large gathering of the KCU members which is held at an interval of several years."
대표동무들은 한명한명이 다 학습과 조직생활에서 남다른 모범을 보여 학급동무들의 한결같은 찬성과 소년단조직의 적극적인 추천을 받은 동무들입니다.,"Each of you, delegates, was approved by all your classmates and positively recommended by your KCU organizations because you were exemplary in studies and organizational life."
수백만 소년단원들가운데서 단연 손꼽히는 모범소년단원으로 선출되여 자기 조직의 강화발전을 위한 중요한 문제들을 자기 손을 들어 결정한것은 일생을 두고 추억할 자랑스러운 일입니다.,"It is something which you would be proud of all your lives that you, selected as exemplary members from among millions of KCU members, have decided important issues related with the development of your organization by yourselves."
나는 이것이 무엇보다 기쁘며 어엿하고 름름한 대표동무들을 모두가 부러워하고 온 나라가 높이 쳐다보게 내세워주고싶습니다.,"I am pleased about this more than anything else, and want you, laudable and vivacious delegates, to be envied by all the others and looked up to by the whole country."
"우리 인민은 걸음걸음이 헐치 않았던 올해를 승리적으로 결속하고 사랑하는 소년단원들의 웃음소리, 노래소리를 즐겁게 들으면서 밝아오는 새해를 맞이하게 된데 대하여 기뻐하면서 소년단대회를 열렬히 축하하고있습니다.","Our people, delighted to be greeting the dawn of a new year hearing the laughter and singing of the dear KCU members after successfully winding up this year’s struggle which was arduous at every step, are warmly congratulating you on this congress."
"혁명하는 당에 있어서 가장 큰일은 후대들이 ５０년이건, ５００년이건 남에게 머리를 숙이지 않고 당당히 살아가는 존엄높고 강대한 나라를 건설하는것입니다.","What is most important for a revolutionary party is to build a dignified and powerful country where its coming generations will lead an honourable life for 50, nay 500 years, with having no reason to grovel to others."
"우리 인민이 사회주의붉은기를 억척같이 고수하고있는것도, 모진 곤난을 이겨내면서 세계최강의 무기를 만들고 발전소와 공장, 새 거리와 새 마을을 계속 건설하는 목적도 다름아닌 후대들에게 밝은 웃음과 부럼없는 행복을 안겨주고 자손만대 복락할 영원한 강국을 물려주기 위해서입니다.","Our people are stoutly defending the red flag of socialism, making the most powerful weapons in the world in the face of harsh trials and continuously building power stations, factories, new streets and villages. They are doing this solely for bringing a bright laughter and happiest life to all the generations to come and handing over to them an eternally powerful country which can ensure their well-being."
그러한 사회주의강국이 소년단원동무들의 눈앞에 다가오고있습니다.,Such a powerful socialist country is approaching KCU members.
"이제 우리 당과 인민은 더 힘차게 투쟁하여 동무들이 한점 그늘없이 밝고 기운차게, 부족한것없이 부유하고 행복하게 사는 세상을 꼭 만들어낼것입니다.","Our Party and people will redouble their efforts and unfailingly build a country in which you will live a cheerful, valiant, abundant and happy life free from any worry."
"이 강대한 나라, 부흥한 나라의 주인은 바로 동무들, 우리 소년단원들입니다.",The masters of this powerful and thriving country are none other than KCU members.
소년단원동무들은 귀중한 사회주의강국을 튼튼히 지키고 그 앞날을 억세게 떠메고나갈 역군으로 항상 준비하여야 합니다.,"They should always strive to prepare themselves to be pillars, who will firmly defend this precious powerful socialist country and shoulder its future dependably."
소년단시절은 인생의 가장 소중한 시절입니다.,Their days in the KCU are the most priceless days in their lives.
사람은 첫걸음을 잘 내짚어야 한생 곧바른 길을 가게 됩니다.,It is the first step that decides the whole course of man’s life.
때문에 소년단시절에 아름다운 꿈과 포부를 싹틔우고 옳바른 세계관의 기초를 다져야 훌륭한 사람이 될수 있습니다.,"For this reason, you can become excellent persons only when you cultivate beautiful dreams and hopes and lay firm foundations of the correct world outlook during your days in the KCU."
누구나 붉은넥타이를 매고 소년단대오에 들어서면서부터 첫 사회정치생활을 하게 되고 지식과 함께 성장에 필요한것을 하나하나 배우며 참다운 인간의 면모를 갖추어나가게 됩니다.,"On the day when anyone joins the ranks of the KCU, wearing a red neckerchief, he starts his socio-political life, learns one by one things that are essential to his growth together with knowledge, and cultivates features appropriate to a genuine human being."
"대표동무들의 아버지, 어머니들도 소년단기앞에서 다진 맹세를 지켜 정직하게 내짚은 인생의 첫걸음을 오늘도 변함없이 이어가며 성실한 땀과 노력으로 나라를 받들고있는 애국자들입니다.","The fathers and mothers of you, delegates, are patriots who are still supporting the country with their honest sweat and efforts, continuing invariably the first step of life which they took with an honest mind to live up to the pledge they made in front of the KCU flag."
"소년단원들은 《사회주의조국을 위하여 항상 준비하자!》, 이 구호를 높이 들고 두번다시 없을 귀중한 시절에 열심히 배우고 꾸준히 노력하여 모든 면에서 훌륭한 혁명의 교대자, 강국건설의 역군이 되여야 합니다.","Holding high the slogan ""Let’s always be ready for the socialist motherland!"", KCU members should learn hard and make unremitting efforts in their precious days which will never come back again, so as to become well-rounded, excellent successors to the revolution and pillars in the building of a powerful country."
"우리 당이 바라는 참된 소년단원은 자기에게 젖줄기를 물려주고 품어안아 키워주는 사회주의조국을 제일로 사랑하고 으뜸가게 떨쳐갈 마음과 능력을 갖추어가는 소년혁명가, 소년애국자입니다.",A genuine KCU member required by our Party is a young revolutionary and patriot who loves most the socialist motherland which has fed and brought him up in its embrace and who cultivates his mind and abilities with which he can demonstrate its prestige on the highest level.
우리 소년단원들가운데는 사회주의조국의 품을 떠나서는 희망도 재능도 행복도 꽃피울수 없다는것을 잘 알고 꿈을 꾸어도 조선을 떨칠 꿈을 꾸고 공부를 해도 우리 나라를 더 크게 일떠세울 산지식을 배우라는 당의 뜻을 한마음 다해 높이 받들어가는 동무들이 많습니다.,"Among our KCU members there are many, who, well aware of the truth that outside the embrace of their socialist motherland they can never bring into full bloom their hopes, talents and happiness, live faithfully true to the intention of the Party that wants them to dream of demonstrating their country’s prestige when they dream a dream and acquire workable knowledge with which to build it in a more brilliant way when they study."
"나이보다도 생각이 먼저 자라 수령을 알고 혁명을 알고 조국을 알기 위해 애쓰고 스스로 혁명전적지, 혁명사적지답사길에 자주 올라 선렬들의 고귀한 넋을 따라배우면서 당에 충직한 아들딸로 준비하여온 소년단원동무들의 고결한 정신세계는 우리 소년혁명가들의 첫 세대가 백두밀림에서 창조한 충실성의 전통이 맥맥히 이어지고있다는것을 뚜렷이 보여주고있습니다.","The way of thinking having become matured for their ages, they prepare themselves as sons and daughters faithful to the Party by endeavouring to learn about their leader, the revolution and their motherland, and making frequent visits to the revolutionary battlefields and historic sites voluntarily so as to learn the precious spirit of their forerunners. Such an ennobling spiritual world of theirs clearly manifests that the tradition of loyalty the first generation of our young revolutionaries created in the forests of Paektu is being inherited invariably."
"모든 소년단원들은 앞으로도 당을 열렬히 사랑하고 끝까지 따르며 조선혁명의 계주봉을 넘겨받을수 있는 믿음직한 교대자, 공산주의후비대로 억세게 준비해나가야 합니다.","In the future, too, they all should love the Party ardently, follow it to the end and fully prepare themselves to be dependable successors and reserves for communism, who can carry forward the baton of the Korean revolution."
동무들이 한시도 잊지 말아야 할것은 오늘도 미국놈들과 그 앞잡이들이 동무들의 보금자리를 짓밟고 희망을 빼앗으려고 호시탐탐 기회만 노리고있다는것입니다.,What they must not forget even a moment is that the U.S. imperialists and their stooges are now looking for a chance to trample upon their dear homes and deprive them of their hopes.
